,prompt,other_prompt,classes,answer_index
249,"Question: Which is more likely?
1: Noah is an accountant who plays jazz for a hobby
2: Noah plays jazz for a hobby
Answer:","Question: 
    Noah is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Noah is an accountant who plays jazz for a hobby
2: Noah plays jazz for a hobby
Answer:","[' Noah is an accountant who plays jazz for a hobby', ' Noah plays jazz for a hobby']",1
252,"Question: Which is more likely?
1: Jeremy plays jazz for a hobby
2: Jeremy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jeremy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jeremy plays jazz for a hobby
2: Jeremy is an accountant who plays jazz for a hobby
Answer:","[' Jeremy plays jazz for a hobby', ' Jeremy is an accountant who plays jazz for a hobby']",0
253,"Question: Which is more likely?
1: Jeremy is an accountant who plays jazz for a hobby
2: Jeremy plays jazz for a hobby
Answer:","Question: 
    Jeremy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jeremy is an accountant who plays jazz for a hobby
2: Jeremy plays jazz for a hobby
Answer:","[' Jeremy is an accountant who plays jazz for a hobby', ' Jeremy plays jazz for a hobby']",1
256,"Question: Which is more likely?
1: Christian plays jazz for a hobby
2: Christian is an accountant who plays jazz for a hobby
Answer:","Question: 
    Christian is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Christian plays jazz for a hobby
2: Christian is an accountant who plays jazz for a hobby
Answer:","[' Christian plays jazz for a hobby', ' Christian is an accountant who plays jazz for a hobby']",0
257,"Question: Which is more likely?
1: Christian is an accountant who plays jazz for a hobby
2: Christian plays jazz for a hobby
Answer:","Question: 
    Christian is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Christian is an accountant who plays jazz for a hobby
2: Christian plays jazz for a hobby
Answer:","[' Christian is an accountant who plays jazz for a hobby', ' Christian plays jazz for a hobby']",1
260,"Question: Which is more likely?
1: Keith plays jazz for a hobby
2: Keith is an accountant who plays jazz for a hobby
Answer:","Question: 
    Keith is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Keith plays jazz for a hobby
2: Keith is an accountant who plays jazz for a hobby
Answer:","[' Keith plays jazz for a hobby', ' Keith is an accountant who plays jazz for a hobby']",0
261,"Question: Which is more likely?
1: Keith is an accountant who plays jazz for a hobby
2: Keith plays jazz for a hobby
Answer:","Question: 
    Keith is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Keith is an accountant who plays jazz for a hobby
2: Keith plays jazz for a hobby
Answer:","[' Keith is an accountant who plays jazz for a hobby', ' Keith plays jazz for a hobby']",1
264,"Question: Which is more likely?
1: Roger plays jazz for a hobby
2: Roger is an accountant who plays jazz for a hobby
Answer:","Question: 
    Roger is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Roger plays jazz for a hobby
2: Roger is an accountant who plays jazz for a hobby
Answer:","[' Roger plays jazz for a hobby', ' Roger is an accountant who plays jazz for a hobby']",0
265,"Question: Which is more likely?
1: Roger is an accountant who plays jazz for a hobby
2: Roger plays jazz for a hobby
Answer:","Question: 
    Roger is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Roger is an accountant who plays jazz for a hobby
2: Roger plays jazz for a hobby
Answer:","[' Roger is an accountant who plays jazz for a hobby', ' Roger plays jazz for a hobby']",1
268,"Question: Which is more likely?
1: Terry plays jazz for a hobby
2: Terry is an accountant who plays jazz for a hobby
Answer:","Question: 
    Terry is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Terry plays jazz for a hobby
2: Terry is an accountant who plays jazz for a hobby
Answer:","[' Terry plays jazz for a hobby', ' Terry is an accountant who plays jazz for a hobby']",0
269,"Question: Which is more likely?
1: Terry is an accountant who plays jazz for a hobby
2: Terry plays jazz for a hobby
Answer:","Question: 
    Terry is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Terry is an accountant who plays jazz for a hobby
2: Terry plays jazz for a hobby
Answer:","[' Terry is an accountant who plays jazz for a hobby', ' Terry plays jazz for a hobby']",1
272,"Question: Which is more likely?
1: Gerald plays jazz for a hobby
2: Gerald is an accountant who plays jazz for a hobby
Answer:","Question: 
    Gerald is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Gerald plays jazz for a hobby
2: Gerald is an accountant who plays jazz for a hobby
Answer:","[' Gerald plays jazz for a hobby', ' Gerald is an accountant who plays jazz for a hobby']",0
273,"Question: Which is more likely?
1: Gerald is an accountant who plays jazz for a hobby
2: Gerald plays jazz for a hobby
Answer:","Question: 
    Gerald is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Gerald is an accountant who plays jazz for a hobby
2: Gerald plays jazz for a hobby
Answer:","[' Gerald is an accountant who plays jazz for a hobby', ' Gerald plays jazz for a hobby']",1
276,"Question: Which is more likely?
1: Harold plays jazz for a hobby
2: Harold is an accountant who plays jazz for a hobby
Answer:","Question: 
    Harold is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Harold plays jazz for a hobby
2: Harold is an accountant who plays jazz for a hobby
Answer:","[' Harold plays jazz for a hobby', ' Harold is an accountant who plays jazz for a hobby']",0
277,"Question: Which is more likely?
1: Harold is an accountant who plays jazz for a hobby
2: Harold plays jazz for a hobby
Answer:","Question: 
    Harold is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Harold is an accountant who plays jazz for a hobby
2: Harold plays jazz for a hobby
Answer:","[' Harold is an accountant who plays jazz for a hobby', ' Harold plays jazz for a hobby']",1
280,"Question: Which is more likely?
1: Sean plays jazz for a hobby
2: Sean is an accountant who plays jazz for a hobby
Answer:","Question: 
    Sean is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Sean plays jazz for a hobby
2: Sean is an accountant who plays jazz for a hobby
Answer:","[' Sean plays jazz for a hobby', ' Sean is an accountant who plays jazz for a hobby']",0
281,"Question: Which is more likely?
1: Sean is an accountant who plays jazz for a hobby
2: Sean plays jazz for a hobby
Answer:","Question: 
    Sean is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Sean is an accountant who plays jazz for a hobby
2: Sean plays jazz for a hobby
Answer:","[' Sean is an accountant who plays jazz for a hobby', ' Sean plays jazz for a hobby']",1
284,"Question: Which is more likely?
1: Austin plays jazz for a hobby
2: Austin is an accountant who plays jazz for a hobby
Answer:","Question: 
    Austin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Austin plays jazz for a hobby
2: Austin is an accountant who plays jazz for a hobby
Answer:","[' Austin plays jazz for a hobby', ' Austin is an accountant who plays jazz for a hobby']",0
285,"Question: Which is more likely?
1: Austin is an accountant who plays jazz for a hobby
2: Austin plays jazz for a hobby
Answer:","Question: 
    Austin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Austin is an accountant who plays jazz for a hobby
2: Austin plays jazz for a hobby
Answer:","[' Austin is an accountant who plays jazz for a hobby', ' Austin plays jazz for a hobby']",1
288,"Question: Which is more likely?
1: Carl plays jazz for a hobby
2: Carl is an accountant who plays jazz for a hobby
Answer:","Question: 
    Carl is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Carl plays jazz for a hobby
2: Carl is an accountant who plays jazz for a hobby
Answer:","[' Carl plays jazz for a hobby', ' Carl is an accountant who plays jazz for a hobby']",0
289,"Question: Which is more likely?
1: Carl is an accountant who plays jazz for a hobby
2: Carl plays jazz for a hobby
Answer:","Question: 
    Carl is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Carl is an accountant who plays jazz for a hobby
2: Carl plays jazz for a hobby
Answer:","[' Carl is an accountant who plays jazz for a hobby', ' Carl plays jazz for a hobby']",1
292,"Question: Which is more likely?
1: Arthur plays jazz for a hobby
2: Arthur is an accountant who plays jazz for a hobby
Answer:","Question: 
    Arthur is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Arthur plays jazz for a hobby
2: Arthur is an accountant who plays jazz for a hobby
Answer:","[' Arthur plays jazz for a hobby', ' Arthur is an accountant who plays jazz for a hobby']",0
293,"Question: Which is more likely?
1: Arthur is an accountant who plays jazz for a hobby
2: Arthur plays jazz for a hobby
Answer:","Question: 
    Arthur is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Arthur is an accountant who plays jazz for a hobby
2: Arthur plays jazz for a hobby
Answer:","[' Arthur is an accountant who plays jazz for a hobby', ' Arthur plays jazz for a hobby']",1
296,"Question: Which is more likely?
1: Lawrence plays jazz for a hobby
2: Lawrence is an accountant who plays jazz for a hobby
Answer:","Question: 
    Lawrence is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Lawrence plays jazz for a hobby
2: Lawrence is an accountant who plays jazz for a hobby
Answer:","[' Lawrence plays jazz for a hobby', ' Lawrence is an accountant who plays jazz for a hobby']",0
297,"Question: Which is more likely?
1: Lawrence is an accountant who plays jazz for a hobby
2: Lawrence plays jazz for a hobby
Answer:","Question: 
    Lawrence is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Lawrence is an accountant who plays jazz for a hobby
2: Lawrence plays jazz for a hobby
Answer:","[' Lawrence is an accountant who plays jazz for a hobby', ' Lawrence plays jazz for a hobby']",1
300,"Question: Which is more likely?
1: Dylan plays jazz for a hobby
2: Dylan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Dylan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Dylan plays jazz for a hobby
2: Dylan is an accountant who plays jazz for a hobby
Answer:","[' Dylan plays jazz for a hobby', ' Dylan is an accountant who plays jazz for a hobby']",0
301,"Question: Which is more likely?
1: Dylan is an accountant who plays jazz for a hobby
2: Dylan plays jazz for a hobby
Answer:","Question: 
    Dylan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Dylan is an accountant who plays jazz for a hobby
2: Dylan plays jazz for a hobby
Answer:","[' Dylan is an accountant who plays jazz for a hobby', ' Dylan plays jazz for a hobby']",1
304,"Question: Which is more likely?
1: Jesse plays jazz for a hobby
2: Jesse is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jesse is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jesse plays jazz for a hobby
2: Jesse is an accountant who plays jazz for a hobby
Answer:","[' Jesse plays jazz for a hobby', ' Jesse is an accountant who plays jazz for a hobby']",0
305,"Question: Which is more likely?
1: Jesse is an accountant who plays jazz for a hobby
2: Jesse plays jazz for a hobby
Answer:","Question: 
    Jesse is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jesse is an accountant who plays jazz for a hobby
2: Jesse plays jazz for a hobby
Answer:","[' Jesse is an accountant who plays jazz for a hobby', ' Jesse plays jazz for a hobby']",1
308,"Question: Which is more likely?
1: Jordan plays jazz for a hobby
2: Jordan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jordan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jordan plays jazz for a hobby
2: Jordan is an accountant who plays jazz for a hobby
Answer:","[' Jordan plays jazz for a hobby', ' Jordan is an accountant who plays jazz for a hobby']",0
309,"Question: Which is more likely?
1: Jordan is an accountant who plays jazz for a hobby
2: Jordan plays jazz for a hobby
Answer:","Question: 
    Jordan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jordan is an accountant who plays jazz for a hobby
2: Jordan plays jazz for a hobby
Answer:","[' Jordan is an accountant who plays jazz for a hobby', ' Jordan plays jazz for a hobby']",1
312,"Question: Which is more likely?
1: Bryan plays jazz for a hobby
2: Bryan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Bryan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Bryan plays jazz for a hobby
2: Bryan is an accountant who plays jazz for a hobby
Answer:","[' Bryan plays jazz for a hobby', ' Bryan is an accountant who plays jazz for a hobby']",0
313,"Question: Which is more likely?
1: Bryan is an accountant who plays jazz for a hobby
2: Bryan plays jazz for a hobby
Answer:","Question: 
    Bryan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Bryan is an accountant who plays jazz for a hobby
2: Bryan plays jazz for a hobby
Answer:","[' Bryan is an accountant who plays jazz for a hobby', ' Bryan plays jazz for a hobby']",1
316,"Question: Which is more likely?
1: Billy plays jazz for a hobby
2: Billy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Billy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Billy plays jazz for a hobby
2: Billy is an accountant who plays jazz for a hobby
Answer:","[' Billy plays jazz for a hobby', ' Billy is an accountant who plays jazz for a hobby']",0
317,"Question: Which is more likely?
1: Billy is an accountant who plays jazz for a hobby
2: Billy plays jazz for a hobby
Answer:","Question: 
    Billy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Billy is an accountant who plays jazz for a hobby
2: Billy plays jazz for a hobby
Answer:","[' Billy is an accountant who plays jazz for a hobby', ' Billy plays jazz for a hobby']",1
320,"Question: Which is more likely?
1: Joe plays jazz for a hobby
2: Joe is an accountant who plays jazz for a hobby
Answer:","Question: 
    Joe is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Joe plays jazz for a hobby
2: Joe is an accountant who plays jazz for a hobby
Answer:","[' Joe plays jazz for a hobby', ' Joe is an accountant who plays jazz for a hobby']",0
321,"Question: Which is more likely?
1: Joe is an accountant who plays jazz for a hobby
2: Joe plays jazz for a hobby
Answer:","Question: 
    Joe is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Joe is an accountant who plays jazz for a hobby
2: Joe plays jazz for a hobby
Answer:","[' Joe is an accountant who plays jazz for a hobby', ' Joe plays jazz for a hobby']",1
324,"Question: Which is more likely?
1: Bruce plays jazz for a hobby
2: Bruce is an accountant who plays jazz for a hobby
Answer:","Question: 
    Bruce is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Bruce plays jazz for a hobby
2: Bruce is an accountant who plays jazz for a hobby
Answer:","[' Bruce plays jazz for a hobby', ' Bruce is an accountant who plays jazz for a hobby']",0
325,"Question: Which is more likely?
1: Bruce is an accountant who plays jazz for a hobby
2: Bruce plays jazz for a hobby
Answer:","Question: 
    Bruce is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Bruce is an accountant who plays jazz for a hobby
2: Bruce plays jazz for a hobby
Answer:","[' Bruce is an accountant who plays jazz for a hobby', ' Bruce plays jazz for a hobby']",1
328,"Question: Which is more likely?
1: Gabriel plays jazz for a hobby
2: Gabriel is an accountant who plays jazz for a hobby
Answer:","Question: 
    Gabriel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Gabriel plays jazz for a hobby
2: Gabriel is an accountant who plays jazz for a hobby
Answer:","[' Gabriel plays jazz for a hobby', ' Gabriel is an accountant who plays jazz for a hobby']",0
329,"Question: Which is more likely?
1: Gabriel is an accountant who plays jazz for a hobby
2: Gabriel plays jazz for a hobby
Answer:","Question: 
    Gabriel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Gabriel is an accountant who plays jazz for a hobby
2: Gabriel plays jazz for a hobby
Answer:","[' Gabriel is an accountant who plays jazz for a hobby', ' Gabriel plays jazz for a hobby']",1
332,"Question: Which is more likely?
1: Logan plays jazz for a hobby
2: Logan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Logan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Logan plays jazz for a hobby
2: Logan is an accountant who plays jazz for a hobby
Answer:","[' Logan plays jazz for a hobby', ' Logan is an accountant who plays jazz for a hobby']",0
333,"Question: Which is more likely?
1: Logan is an accountant who plays jazz for a hobby
2: Logan plays jazz for a hobby
Answer:","Question: 
    Logan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Logan is an accountant who plays jazz for a hobby
2: Logan plays jazz for a hobby
Answer:","[' Logan is an accountant who plays jazz for a hobby', ' Logan plays jazz for a hobby']",1
336,"Question: Which is more likely?
1: Albert plays jazz for a hobby
2: Albert is an accountant who plays jazz for a hobby
Answer:","Question: 
    Albert is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Albert plays jazz for a hobby
2: Albert is an accountant who plays jazz for a hobby
Answer:","[' Albert plays jazz for a hobby', ' Albert is an accountant who plays jazz for a hobby']",0
337,"Question: Which is more likely?
1: Albert is an accountant who plays jazz for a hobby
2: Albert plays jazz for a hobby
Answer:","Question: 
    Albert is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Albert is an accountant who plays jazz for a hobby
2: Albert plays jazz for a hobby
Answer:","[' Albert is an accountant who plays jazz for a hobby', ' Albert plays jazz for a hobby']",1
340,"Question: Which is more likely?
1: Willie plays jazz for a hobby
2: Willie is an accountant who plays jazz for a hobby
Answer:","Question: 
    Willie is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Willie plays jazz for a hobby
2: Willie is an accountant who plays jazz for a hobby
Answer:","[' Willie plays jazz for a hobby', ' Willie is an accountant who plays jazz for a hobby']",0
341,"Question: Which is more likely?
1: Willie is an accountant who plays jazz for a hobby
2: Willie plays jazz for a hobby
Answer:","Question: 
    Willie is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Willie is an accountant who plays jazz for a hobby
2: Willie plays jazz for a hobby
Answer:","[' Willie is an accountant who plays jazz for a hobby', ' Willie plays jazz for a hobby']",1
344,"Question: Which is more likely?
1: Alan plays jazz for a hobby
2: Alan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Alan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Alan plays jazz for a hobby
2: Alan is an accountant who plays jazz for a hobby
Answer:","[' Alan plays jazz for a hobby', ' Alan is an accountant who plays jazz for a hobby']",0
345,"Question: Which is more likely?
1: Alan is an accountant who plays jazz for a hobby
2: Alan plays jazz for a hobby
Answer:","Question: 
    Alan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Alan is an accountant who plays jazz for a hobby
2: Alan plays jazz for a hobby
Answer:","[' Alan is an accountant who plays jazz for a hobby', ' Alan plays jazz for a hobby']",1
348,"Question: Which is more likely?
1: Juan plays jazz for a hobby
2: Juan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Juan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Juan plays jazz for a hobby
2: Juan is an accountant who plays jazz for a hobby
Answer:","[' Juan plays jazz for a hobby', ' Juan is an accountant who plays jazz for a hobby']",0
349,"Question: Which is more likely?
1: Juan is an accountant who plays jazz for a hobby
2: Juan plays jazz for a hobby
Answer:","Question: 
    Juan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Juan is an accountant who plays jazz for a hobby
2: Juan plays jazz for a hobby
Answer:","[' Juan is an accountant who plays jazz for a hobby', ' Juan plays jazz for a hobby']",1
352,"Question: Which is more likely?
1: Wayne plays jazz for a hobby
2: Wayne is an accountant who plays jazz for a hobby
Answer:","Question: 
    Wayne is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Wayne plays jazz for a hobby
2: Wayne is an accountant who plays jazz for a hobby
Answer:","[' Wayne plays jazz for a hobby', ' Wayne is an accountant who plays jazz for a hobby']",0
353,"Question: Which is more likely?
1: Wayne is an accountant who plays jazz for a hobby
2: Wayne plays jazz for a hobby
Answer:","Question: 
    Wayne is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Wayne is an accountant who plays jazz for a hobby
2: Wayne plays jazz for a hobby
Answer:","[' Wayne is an accountant who plays jazz for a hobby', ' Wayne plays jazz for a hobby']",1
356,"Question: Which is more likely?
1: Elijah plays jazz for a hobby
2: Elijah is an accountant who plays jazz for a hobby
Answer:","Question: 
    Elijah is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Elijah plays jazz for a hobby
2: Elijah is an accountant who plays jazz for a hobby
Answer:","[' Elijah plays jazz for a hobby', ' Elijah is an accountant who plays jazz for a hobby']",0
357,"Question: Which is more likely?
1: Elijah is an accountant who plays jazz for a hobby
2: Elijah plays jazz for a hobby
Answer:","Question: 
    Elijah is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Elijah is an accountant who plays jazz for a hobby
2: Elijah plays jazz for a hobby
Answer:","[' Elijah is an accountant who plays jazz for a hobby', ' Elijah plays jazz for a hobby']",1
360,"Question: Which is more likely?
1: Randy plays jazz for a hobby
2: Randy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Randy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Randy plays jazz for a hobby
2: Randy is an accountant who plays jazz for a hobby
Answer:","[' Randy plays jazz for a hobby', ' Randy is an accountant who plays jazz for a hobby']",0
361,"Question: Which is more likely?
1: Randy is an accountant who plays jazz for a hobby
2: Randy plays jazz for a hobby
Answer:","Question: 
    Randy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Randy is an accountant who plays jazz for a hobby
2: Randy plays jazz for a hobby
Answer:","[' Randy is an accountant who plays jazz for a hobby', ' Randy plays jazz for a hobby']",1
364,"Question: Which is more likely?
1: Roy plays jazz for a hobby
2: Roy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Roy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Roy plays jazz for a hobby
2: Roy is an accountant who plays jazz for a hobby
Answer:","[' Roy plays jazz for a hobby', ' Roy is an accountant who plays jazz for a hobby']",0
365,"Question: Which is more likely?
1: Roy is an accountant who plays jazz for a hobby
2: Roy plays jazz for a hobby
Answer:","Question: 
    Roy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Roy is an accountant who plays jazz for a hobby
2: Roy plays jazz for a hobby
Answer:","[' Roy is an accountant who plays jazz for a hobby', ' Roy plays jazz for a hobby']",1
368,"Question: Which is more likely?
1: Vincent plays jazz for a hobby
2: Vincent is an accountant who plays jazz for a hobby
Answer:","Question: 
    Vincent is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Vincent plays jazz for a hobby
2: Vincent is an accountant who plays jazz for a hobby
Answer:","[' Vincent plays jazz for a hobby', ' Vincent is an accountant who plays jazz for a hobby']",0
369,"Question: Which is more likely?
1: Vincent is an accountant who plays jazz for a hobby
2: Vincent plays jazz for a hobby
Answer:","Question: 
    Vincent is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Vincent is an accountant who plays jazz for a hobby
2: Vincent plays jazz for a hobby
Answer:","[' Vincent is an accountant who plays jazz for a hobby', ' Vincent plays jazz for a hobby']",1
372,"Question: Which is more likely?
1: Ralph plays jazz for a hobby
2: Ralph is an accountant who plays jazz for a hobby
Answer:","Question: 
    Ralph is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Ralph plays jazz for a hobby
2: Ralph is an accountant who plays jazz for a hobby
Answer:","[' Ralph plays jazz for a hobby', ' Ralph is an accountant who plays jazz for a hobby']",0
